symbol,decision,side_hint,total_score,fundamental_score,sentiment_score,sector_score,funding_score,source_count,evidence,conflict,missing_data,next_probe,research_reference
BOME,insufficient_cross_section_context,none,8.36223648,0.00000000,0.00000000,0.00000000,0.36223648,1,funding_spread=0.04527956; long=HlPerp; short=BinPerp || okx_hl_net24=-0.00503950; capacity=297.86840819,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep BOME as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ENS,insufficient_cross_section_context,none,8.35223960,0.00000000,0.00000000,0.00000000,0.35223960,1,funding_spread=0.04402995; long=BinPerp; short=HlPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ENS as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
TON,insufficient_cross_section_context,none,8.32149200,0.00000000,0.00000000,0.00000000,0.32149200,1,funding_spread=0.04018650; long=BinPerp; short=HlPerp || okx_hl_net24=-0.00085823; capacity=243737.61335600,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep TON as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ZEN,insufficient_cross_section_context,none,8.31176840,0.00000000,0.00000000,0.00000000,0.31176840,1,funding_spread=0.03897105; long=BybitPerp; short=BinPerp || okx_hl_net24=-0.00186329; capacity=2716.67202388,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ZEN as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
TRX,insufficient_cross_section_context,none,8.29439208,0.00000000,0.00000000,0.00000000,0.29439208,1,funding_spread=0.03679901; long=BybitPerp; short=HlPerp || okx_hl_net24=-0.00030701; capacity=18238.46980360,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep TRX as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
DYDX,insufficient_cross_section_context,none,8.24063720,0.00000000,0.00000000,0.00000000,0.24063720,1,funding_spread=0.03007965; long=BybitPerp; short=BinPerp || okx_hl_net24=-0.00492686; capacity=9452.09075349,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep DYDX as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
MON,insufficient_cross_section_context,none,8.11002560,0.00000000,0.00000000,0.00000000,0.11002560,1,funding_spread=0.01375320; long=BybitPerp; short=HlPerp || okx_hl_net24=-0.00179091; capacity=37762.58583873,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep MON as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
0G,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00317895; capacity=1227.59127520,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep 0G as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ACE,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ACE as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ANIME,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00194621; capacity=2455.91221265,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ANIME as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
APEX,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=HlPerp; short=HlPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep APEX as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ARK,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ARK as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
AZTEC,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00447251; capacity=1852.29816437,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep AZTEC as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
BANANA,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep BANANA as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
BCH,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00098980; capacity=87699.30308640,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep BCH as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
BIGTIME,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00342350; capacity=1390.55371950,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep BIGTIME as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
BRETT,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00661077; capacity=1817.01182677,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep BRETT as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
BSV,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep BSV as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
CC,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00255898; capacity=7538.01303270,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep CC as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
CELO,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00398590; capacity=1164.22990117,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep CELO as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
CFX,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00409825; capacity=6700.95480343,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep CFX as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
DASH,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00116888; capacity=15764.99476710,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep DASH as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
DOOD,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00427705; capacity=1382.52385428,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep DOOD as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
DYM,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep DYM as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ENA,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ENA as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ETHFI,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ETHFI as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
FIL,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep FIL as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
FOGO,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00629803; capacity=845.28567107,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep FOGO as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
GAS,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00334916; capacity=560.54178000,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep GAS as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
GOAT,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep GOAT as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
GRASS,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00402519; capacity=7066.44214698,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep GRASS as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
GRIFFAIN,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep GRIFFAIN as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
IP,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00161656; capacity=5793.09077134,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep IP as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
KAS,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep KAS as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
LINEA,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00354354; capacity=2279.64678946,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep LINEA as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
MARKET,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,sentiment=broad_market_sentiment_control; source=alternative_me_fear_greed; priority=19.00000000,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep MARKET as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
MELANIA,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep MELANIA as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
MEME,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00189630; capacity=3307.17175650,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep MEME as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
MERL,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00268935; capacity=1520.99771623,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep MERL as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
MET,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00435401; capacity=1758.67946264,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep MET as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
MNT,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=HlPerp; short=HlPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep MNT as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
NOT,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00565526; capacity=375.38868915,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep NOT as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
PEOPLE,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep PEOPLE as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
POLYX,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep POLYX as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
PUMP,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00123286; capacity=68106.23571776,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep PUMP as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
RESOLV,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00372854; capacity=897.42946158,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep RESOLV as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
REZ,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep REZ as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
RUNE,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep RUNE as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
SKR,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep SKR as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
SKY,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00236119; capacity=3490.98626069,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep SKY as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
SOPH,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00466451; capacity=257.04322624,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep SOPH as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
SPX,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00220034; capacity=14098.80536536,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep SPX as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
SUPER,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep SUPER as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
SYRUP,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00316667; capacity=2107.82842470,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep SYRUP as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
TNSR,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep TNSR as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
TRB,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00218257; capacity=677.72286940,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep TRB as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
USUAL,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep USUAL as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
VINE,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=HlPerp; short=HlPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep VINE as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
WLFI,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00082691; capacity=13692.47822439,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep WLFI as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
XAI,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep XAI as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
XPL,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00117638; capacity=83646.18193029,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep XPL as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
YGG,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp || okx_hl_net24=-0.00131703; capacity=1732.66974386,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep YGG as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
ZRO,insufficient_cross_section_context,none,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,funding_spread=0.00000000; long=BinPerp; short=BinPerp,none,"neutral universe, rebalance timestamp, forward labels, feature ablation, and transaction costs",keep ZRO as context until another feature source appears,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5079335
